hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,bookingID,date_str,arrival_date,total_stay,lead_time_bracket,adr_category,total_nights,estimated_revenue
"Protea Hotel Fire & Ice! by Marriott Johannesburg Melrose Arch Johannesburg, South Africa",1,47,2018,November,46,12,2,2,2,0.0,0,BB,IND,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,0,Transient,85.75,0,1,Canceled,2018-11-12,14193,2018-November-12,2018-11-12,4,31-60 Hari,Medium Price,4,343.0
"Turtle Beach, Barbados Barbados",0,103,2018,July,30,23,2,5,1,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0,Transient,182.0,0,1,Check-Out,2018-07-30,14194,2018-July-23,2018-07-23,7,91-180 Hari,Premium Price,7,1274.0
"Waves, Barbados Barbados",1,2,2019,January,1,6,2,3,1,0.0,0,BB,NGA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,43.0,0,1,No-Show,2019-01-06,14195,2019-January-6,2019-01-06,5,0-30 Hari,Low Price,5,215.0
"Renaissance Santo Domingo Jaragua Hotel & Casino Santo Domingo, Dominican Republic",0,16,2018,March,10,3,1,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,8.0,0,Transient,88.8,0,2,Check-Out,2018-03-07,14196,2018-March-3,2018-03-03,4,0-30 Hari,Medium Price,4,355.2
"W Barcelona Barcelona, Spain",0,33,2019,June,25,19,1,1,2,0.0,0,BB,RUS,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,240.0,0,Transient,154.0,1,1,Check-Out,2019-06-21,14197,2019-June-19,2019-06-19,2,31-60 Hari,Premium Price,2,308.0
"Orlando Airport Courtyard Orlando, FL",0,56,2018,June,26,22,0,2,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,0,Transient,89.1,0,0,Check-Out,2018-06-24,14198,2018-June-22,2018-06-22,2,31-60 Hari,Medium Price,2,178.2
"Hotel Maria Cristina, San Sebastian San Sebastian, Spain",0,197,2018,August,35,25,0,3,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,28.0,0,Transient,112.0,0,0,Check-Out,2018-08-28,14199,2018-August-25,2018-08-25,3,181-360 Hari,High Price,3,336.0
"Protea Hotel by Marriott Cape Town Sea Point Cape Town, South Africa",1,15,2018,April,16,15,1,2,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,106.33,0,0,Canceled,2018-04-04,14200,2018-April-15,2018-04-15,3,0-30 Hari,High Price,3,318.99
"Baltimore BWI Airport Courtyard Linthicum, MD",1,295,2018,April,18,28,0,1,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,0,Transient,59.0,0,0,Canceled,2017-10-21,14201,2018-April-28,2018-04-28,1,181-360 Hari,Low Price,1,59.0
"Courtyard Las Vegas Convention Center Las Vegas, NV ",0,152,2018,July,30,17,2,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,96.0,0,Transient,102.8,0,0,Check-Out,2018-07-21,14202,2018-July-17,2018-07-17,4,91-180 Hari,High Price,4,411.2
"Irvine John Wayne Airport/Orange County Courtyard Irvine, CA",0,72,2019,May,20,19,1,2,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,144.0,0,2,Check-Out,2019-05-22,14203,2019-May-19,2019-05-19,3,61-90 Hari,Premium Price,3,432.0
"Renaissance Santo Domingo Jaragua Hotel & Casino Santo Domingo, Dominican Republic",1,161,2019,February,7,13,1,3,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,8.0,0,Transient,74.8,0,1,Canceled,2019-01-06,14204,2019-February-13,2019-02-13,4,91-180 Hari,Medium Price,4,299.2
"The Ritz-Carlton, Berlin Berlin, Germany",0,26,2019,April,16,17,1,0,1,0.0,0,BB,PRT,Corporate,Corporate,0,1,8,A,A,0,No Deposit,0.0,0,Transient,45.0,0,0,Check-Out,2019-04-18,14205,2019-April-17,2019-04-17,1,0-30 Hari,Low Price,1,45.0
"Albuquerque Airport Courtyard Albuquerque, NM",1,35,2018,November,49,28,1,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,0.0,0,Transient-Party,75.0,0,0,Canceled,2018-11-25,14206,2018-November-28,2018-11-28,2,31-60 Hari,Medium Price,2,150.0
"Sheraton Lima Hotel & Convention Center Lima, Peru",1,275,2018,April,17,17,2,0,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,12.0,0,Transient,110.0,0,0,Canceled,2017-08-04,14207,2018-April-17,2018-04-17,2,181-360 Hari,High Price,2,220.0
"Protea Hotel Fire & Ice! by Marriott Johannesburg Melrose Arch Johannesburg, South Africa",1,162,2019,June,25,23,1,2,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0,Transient,127.8,0,0,Canceled,2019-05-20,14208,2019-June-23,2019-06-23,3,91-180 Hari,Premium Price,3,383.4
"Baltimore BWI Airport Courtyard Linthicum, MD",1,0,2018,April,16,12,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,0.0,0,Transient,65.0,0,0,No-Show,2018-04-12,14209,2018-April-12,2018-04-12,1,,Low Price,1,65.0
"Marriott Puerto Vallarta Resort & Spa Puerto Vallarta, Mexico",0,22,2017,December,49,4,2,2,2,0.0,0,HB,ESP,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,6.0,0,Transient,49.4,0,0,Check-Out,2017-12-08,14210,2017-December-4,2017-12-04,4,0-30 Hari,Low Price,4,197.6
"Residence Inn Rio de Janeiro Barra da Tijuca Barra da Tijuca, Brazil",1,130,2018,April,16,13,0,4,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,29.0,10,Transient,100.0,0,0,Canceled,2017-12-15,14211,2018-April-13,2018-04-13,4,91-180 Hari,High Price,4,400.0
"Courtyard by Marriott Aberdeen Airport Aberdeen, United Kingdom",0,5,2017,December,51,14,1,3,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,1,No Deposit,28.0,0,Transient,58.0,0,0,Check-Out,2017-12-18,14212,2017-December-14,2017-12-14,4,0-30 Hari,Low Price,4,232.0
"W New York – Union Square New York, NY",0,193,2018,July,30,23,4,6,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,128.0,0,2,Check-Out,2018-08-02,14213,2018-July-23,2018-07-23,10,181-360 Hari,Premium Price,10,1280.0
"Frankfurt Marriott Hotel Frankfurt, Germany",0,59,2019,March,12,23,0,1,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,79.2,0,0,Check-Out,2019-03-24,14214,2019-March-23,2019-03-23,1,31-60 Hari,Medium Price,1,79.2
"Berlin Marriott Hotel Berlin, Germany",0,210,2017,October,41,8,1,3,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,12.0,0,Transient-Party,72.75,0,0,Check-Out,2017-10-12,14215,2017-October-8,2017-10-08,4,181-360 Hari,Medium Price,4,291.0
"The St. Regis Osaka Osaka, Japan",0,60,2017,August,33,11,0,4,2,2.0,0,BB,PRT,Direct,Direct,0,0,0,C,C,0,No Deposit,250.0,0,Transient,188.0,0,0,Check-Out,2017-08-15,14216,2017-August-11,2017-08-11,4,31-60 Hari,Premium Price,4,752.0
"Courtyard by Marriott Toulouse Airport Toulouse, France",0,0,2018,October,44,28,0,1,2,0.0,0,BB,ESP,Direct,Direct,0,0,0,D,D,0,No Deposit,0.0,0,Transient,68.0,0,0,Check-Out,2018-10-29,14217,2018-October-28,2018-10-28,1,,Low Price,1,68.0
"W London – Leicester Square London, United Kingdom",1,37,2018,October,42,13,0,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,56.0,0,Transient-Party,105.0,0,0,Canceled,2018-09-06,14218,2018-October-13,2018-10-13,3,31-60 Hari,High Price,3,315.0
"Marriott Puerto Vallarta Resort & Spa Puerto Vallarta, Mexico",0,258,2019,July,26,1,2,6,2,0.0,0,HB,PRT,Online TA,TA/TO,1,0,1,A,A,2,No Deposit,240.0,0,Transient,131.55,1,2,Check-Out,2019-07-09,14219,2019-July-1,2019-07-01,8,181-360 Hari,Premium Price,8,1052.4
"Protea Hotel by Marriott Cape Town Sea Point Cape Town, South Africa",0,0,2019,May,22,30,0,1,1,0.0,0,BB,PRT,Online TA,GDS,0,0,0,A,A,0,No Deposit,195.0,0,Transient,95.0,0,0,Check-Out,2019-05-31,14220,2019-May-30,2019-05-30,1,,Medium Price,1,95.0
"Chicago O'Hare Courtyard Des Plaines, IL",0,1,2019,March,13,29,0,2,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,1,No Deposit,14.0,0,Transient,107.0,0,0,Check-Out,2019-03-31,14221,2019-March-29,2019-03-29,2,0-30 Hari,High Price,2,214.0
"African Pride Melrose Arch, Autograph Collection Johannesburg, South Africa",0,14,2018,November,47,14,1,3,2,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7.0,0,Transient,75.27,0,2,Check-Out,2018-11-18,14222,2018-November-14,2018-11-14,4,0-30 Hari,Medium Price,4,301.08
"Baltimore BWI Airport Courtyard Linthicum, MD",1,531,2018,December,52,22,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,0,Transient,62.8,0,0,Canceled,2017-10-21,14224,2018-December-22,2018-12-22,2,>360 Hari,Low Price,2,125.6
"Las Vegas Marriott Las Vegas, NV ",0,82,2017,August,36,30,2,5,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,241.0,0,Transient,103.07,0,1,Check-Out,2017-09-06,14225,2017-August-30,2017-08-30,7,61-90 Hari,High Price,7,721.49
"The Westin Peachtree Plaza, Atlanta Atlanta, GA ",0,7,2018,December,49,1,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,0,Transient-Party,63.0,0,2,Check-Out,2018-12-03,14226,2018-December-1,2018-12-01,2,0-30 Hari,Low Price,2,126.0
"Berlin Marriott Hotel Berlin, Germany",0,300,2019,April,17,28,2,5,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,54.0,0,2,Check-Out,2019-05-05,14227,2019-April-28,2019-04-28,7,181-360 Hari,Low Price,7,378.0
"Courtyard by Marriott Rio de Janeiro Barra da Tijuca Barra da Tijuca, Brazil",1,175,2019,August,33,14,1,3,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,2,No Deposit,240.0,0,Transient,200.0,0,1,Canceled,2019-03-20,14228,2019-August-14,2019-08-14,4,91-180 Hari,Premium Price,4,800.0
"The Ritz-Carlton, Tokyo Tokyo, Japan",1,160,2019,April,14,2,2,3,2,0.0,0,BB,Unknown,Direct,Direct,0,1,4,E,E,0,No Deposit,0.0,0,Transient,70.8,0,3,Canceled,2019-03-20,14229,2019-April-2,2019-04-02,5,91-180 Hari,Low Price,5,354.0
"Hotel Alfonso XIII, a Luxury Collection Hotel, Seville Seville, Spain",0,103,2019,May,20,16,2,5,2,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,E,E,3,No Deposit,69.0,0,Transient,89.1,0,0,Check-Out,2019-05-23,14230,2019-May-16,2019-05-16,7,91-180 Hari,Medium Price,7,623.6999999999999
"Marriott Puerto Vallarta Resort & Spa Puerto Vallarta, Mexico",0,0,2018,December,50,5,1,1,1,0.0,0,BB,PRT,Corporate,TA/TO,1,0,12,A,D,0,No Deposit,0.0,0,Transient,30.0,0,1,Check-Out,2018-12-07,14231,2018-December-5,2018-12-05,2,,Low Price,2,60.0
"W Barcelona Barcelona, Spain",1,147,2017,July,30,21,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,No Deposit,1.0,0,Transient,75.0,0,0,Canceled,2017-07-10,14233,2017-July-21,2017-07-21,2,91-180 Hari,Medium Price,2,150.0
"Fort Worth University Drive Courtyard Fort Worth, TX",0,405,2019,July,27,4,0,2,1,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,6.0,0,Transient-Party,91.5,0,0,Check-Out,2019-07-06,14234,2019-July-4,2019-07-04,2,>360 Hari,Medium Price,2,183.0
"Sheraton Lima Hotel & Convention Center Lima, Peru",0,77,2019,July,29,19,0,3,3,1.0,0,BB,ISL,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,240.0,0,Transient,329.0,1,0,Check-Out,2019-07-22,14235,2019-July-19,2019-07-19,3,61-90 Hari,Premium Price,3,987.0
"W New York – Times Square New York, NY",0,0,2019,February,6,9,0,1,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,0.0,0,Transient,93.0,0,0,Check-Out,2019-02-10,14236,2019-February-9,2019-02-09,1,,Medium Price,1,93.0
"Las Vegas Marriott Las Vegas, NV ",1,269,2017,July,29,13,1,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,No Deposit,1.0,0,Contract,62.0,0,0,Canceled,2017-01-01,14237,2017-July-13,2017-07-13,2,181-360 Hari,Low Price,2,124.0
"Courtyard by Marriott Aberdeen Airport Aberdeen, United Kingdom",0,476,2019,July,28,15,2,1,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,229.0,0,Transient-Party,112.67,0,1,Check-Out,2019-07-18,14238,2019-July-15,2019-07-15,3,>360 Hari,High Price,3,338.01
"Mt. Laurel Courtyard Mt. Laurel, NJ",0,6,2018,February,8,16,0,1,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,85.0,0,0,Check-Out,2018-02-17,14239,2018-February-16,2018-02-16,1,0-30 Hari,Medium Price,1,85.0
"Sheraton Mexico City Maria Isabel Hotel Mexico City, Mexico",1,86,2017,October,40,3,2,1,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,0,Transient-Party,86.0,0,0,Canceled,2017-09-28,14240,2017-October-3,2017-10-03,3,61-90 Hari,Medium Price,3,258.0
"The Westin Peachtree Plaza, Atlanta Atlanta, GA ",0,0,2018,November,48,21,1,0,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,0.0,0,Transient,55.0,0,0,Check-Out,2018-11-22,14241,2018-November-21,2018-11-21,1,,Low Price,1,55.0
"Sheraton Diana Majestic, Milan Milan, Italy",0,40,2018,December,49,1,2,5,2,0.0,0,Undefined,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,464.0,0,Transient,64.0,0,0,Check-Out,2018-12-08,14242,2018-December-1,2018-12-01,7,31-60 Hari,Low Price,7,448.0
"Courtyard by Marriott Toulouse Airport Toulouse, France",0,16,2018,March,14,27,2,0,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,48.0,0,1,Check-Out,2018-03-29,14243,2018-March-27,2018-03-27,2,0-30 Hari,Low Price,2,96.0
"Orlando Airport Courtyard Orlando, FL",1,53,2018,June,27,27,1,2,2,0.0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,101.1,0,0,Canceled,2018-05-09,14244,2018-June-27,2018-06-27,3,31-60 Hari,High Price,3,303.29999999999995
"The Ritz-Carlton, Tokyo Tokyo, Japan",0,8,2018,June,26,22,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0,Transient,131.0,0,1,Check-Out,2018-06-24,14245,2018-June-22,2018-06-22,2,0-30 Hari,Premium Price,2,262.0
"Albuquerque Airport Courtyard Albuquerque, NM",0,27,2018,September,39,20,0,1,3,0.0,0,BB,BRA,Direct,Direct,0,0,0,A,A,2,No Deposit,0.0,0,Transient-Party,125.0,0,0,Check-Out,2018-09-21,14246,2018-September-20,2018-09-20,1,0-30 Hari,High Price,1,125.0
"Turtle Beach, Barbados Barbados",1,245,2019,May,19,7,2,2,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,117.0,0,2,Canceled,2018-09-07,14247,2019-May-7,2019-05-07,4,181-360 Hari,High Price,4,468.0
"The Ritz-Carlton, Berlin Berlin, Germany",1,265,2019,June,25,24,4,8,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8.0,0,Transient,112.87,0,2,No-Show,2019-06-24,14248,2019-June-24,2019-06-24,12,181-360 Hari,High Price,12,1354.44
"Albuquerque Airport Courtyard Albuquerque, NM",0,135,2019,May,21,26,2,2,2,0.0,0,SC,LUX,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,111.0,0,1,Check-Out,2019-05-30,14249,2019-May-26,2019-05-26,4,91-180 Hari,High Price,4,444.0
"Turtle Beach, Barbados Barbados",0,185,2017,September,39,21,1,1,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,C,0,No Deposit,208.0,0,Transient-Party,90.0,0,0,Check-Out,2017-09-23,14250,2017-September-21,2017-09-21,2,181-360 Hari,Medium Price,2,180.0
"W New York – Times Square New York, NY",0,33,2019,July,27,2,1,0,2,0.0,0,SC,CN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8.0,0,Transient,109.0,0,1,Check-Out,2019-07-03,14251,2019-July-2,2019-07-02,1,31-60 Hari,High Price,1,109.0
"Courtyard by Marriott Aberdeen Airport Aberdeen, United Kingdom",1,31,2019,April,14,7,1,2,2,0.0,0,SC,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,120.0,0,0,Canceled,2019-03-16,14252,2019-April-7,2019-04-07,3,31-60 Hari,High Price,3,360.0
"Courtyard by Marriott Rio de Janeiro Barra da Tijuca Barra da Tijuca, Brazil",1,71,2018,June,25,14,0,3,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,236.0,0,Transient,120.0,0,0,Canceled,2018-04-27,14253,2018-June-14,2018-06-14,3,61-90 Hari,High Price,3,360.0
"Spokane Downtown at the Convention Center Courtyard Spokane, WA",0,6,2019,July,28,15,2,2,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,0,Transient,101.0,0,1,Check-Out,2019-07-19,14254,2019-July-15,2019-07-15,4,0-30 Hari,High Price,4,404.0
"Anaheim Marriott Anaheim, CA",1,1,2017,November,45,1,1,0,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,0,Transient,49.0,0,1,No-Show,2017-11-01,14255,2017-November-1,2017-11-01,1,0-30 Hari,Low Price,1,49.0
"Marriott Puerto Vallarta Resort & Spa Puerto Vallarta, Mexico",0,0,2018,September,37,4,2,4,1,0.0,0,BB,USA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,86.0,0,Transient-Party,85.0,0,1,Check-Out,2018-09-10,14257,2018-September-4,2018-09-04,6,,Medium Price,6,510.0
"Residence Inn Rio de Janeiro Barra da Tijuca Barra da Tijuca, Brazil",0,178,2018,August,33,10,0,4,2,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient-Party,99.45,0,2,Check-Out,2018-08-14,14258,2018-August-10,2018-08-10,4,91-180 Hari,High Price,4,397.8
"Orlando International Drive/Convention Center Courtyard Orlando, FL",0,4,2019,January,2,10,0,2,1,0.0,0,BB,ITA,Groups,TA/TO,0,0,0,A,A,0,No Deposit,0.0,0,Transient-Party,70.0,0,0,Check-Out,2019-01-12,14259,2019-January-10,2019-01-10,2,0-30 Hari,Low Price,2,140.0
"Spokane Downtown at the Convention Center Courtyard Spokane, WA",1,181,2019,July,28,11,2,5,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0,Transient,120.6,0,0,Canceled,2019-01-16,14260,2019-July-11,2019-07-11,7,181-360 Hari,High Price,7,844.1999999999999
"Las Vegas Marriott Las Vegas, NV ",0,116,2019,March,12,24,0,2,1,0.0,0,BB,FRA,Groups,TA/TO,0,0,0,A,A,1,No Deposit,171.0,0,Transient-Party,90.0,0,0,Check-Out,2019-03-26,14261,2019-March-24,2019-03-24,2,91-180 Hari,Medium Price,2,180.0
"The Ritz-Carlton, Tokyo Tokyo, Japan",0,60,2018,June,27,30,0,3,2,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,146.33,0,0,Check-Out,2018-07-03,14262,2018-June-30,2018-06-30,3,31-60 Hari,Premium Price,3,438.99
"Mt. Laurel Courtyard Mt. Laurel, NJ",0,0,2018,January,3,11,1,3,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,48.0,0,0,Check-Out,2018-01-15,14263,2018-January-11,2018-01-11,4,,Low Price,4,192.0
"Las Vegas Marriott Las Vegas, NV ",1,142,2018,April,17,22,2,3,2,0.0,0,BB,POL,Groups,TA/TO,0,0,0,A,A,0,Non Refund,37.0,0,Transient,103.0,0,0,Canceled,2018-01-18,14264,2018-April-22,2018-04-22,5,91-180 Hari,High Price,5,515.0
"Frankfurt Marriott Hotel Frankfurt, Germany",1,292,2017,August,32,5,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,0,Transient-Party,62.0,0,0,Canceled,2017-07-02,14265,2017-August-5,2017-08-05,2,181-360 Hari,Low Price,2,124.0
"Sacramento Airport Natomas Courtyard Sacramento, CA",1,71,2017,September,39,22,0,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,21.0,0,Transient-Party,95.0,0,0,Canceled,2017-09-17,14266,2017-September-22,2017-09-22,3,61-90 Hari,Medium Price,3,285.0
"Orlando International Drive/Convention Center Courtyard Orlando, FL",1,1,2019,June,22,2,0,2,1,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,348.0,0,Transient,105.0,0,0,Canceled,2019-06-01,14267,2019-June-2,2019-06-02,2,0-30 Hari,High Price,2,210.0
"Fort Worth University Drive Courtyard Fort Worth, TX",1,267,2018,March,14,31,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,0,Transient,62.0,0,0,Canceled,2017-10-21,14268,2018-March-31,2018-03-31,2,181-360 Hari,Low Price,2,124.0
"Greensboro Courtyard Greensboro, NC",1,38,2019,February,7,16,0,3,2,1.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0,Transient,78.0,0,0,Canceled,2019-01-16,14269,2019-February-16,2019-02-16,3,31-60 Hari,Medium Price,3,234.0
"Spokane Downtown at the Convention Center Courtyard Spokane, WA",1,174,2019,June,22,1,0,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,0,Transient,110.0,0,0,Canceled,2018-12-09,14270,2019-June-1,2019-06-01,3,91-180 Hari,High Price,3,330.0
"Turtle Beach, Barbados Barbados",0,1,2019,January,2,8,1,0,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,97.5,0,0,Check-Out,2019-01-09,14271,2019-January-8,2019-01-08,1,0-30 Hari,High Price,1,97.5
"Protea Hotel by Marriott Midrand Midrand, South Africa",1,156,2018,August,33,13,2,5,2,1.0,0,HB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,171.96,0,2,Canceled,2018-03-24,14272,2018-August-13,2018-08-13,7,91-180 Hari,Premium Price,7,1203.72
"Marriott Puerto Vallarta Resort & Spa Puerto Vallarta, Mexico",0,33,2018,August,36,30,0,3,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,27.0,0,Transient,90.95,0,0,Check-Out,2018-09-02,14273,2018-August-30,2018-08-30,3,31-60 Hari,Medium Price,3,272.85
"Residence Inn Las Vegas Convention Center Las Vegas, NV ",1,393,2018,March,12,19,2,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,0,Transient,70.53,0,0,Canceled,2018-03-14,14274,2018-March-19,2018-03-19,3,>360 Hari,Low Price,3,211.59
"Colony Club, Barbados Barbados",1,177,2019,May,19,8,1,5,2,0.0,0,BB,FRA,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,0,Transient,112.5,0,2,Canceled,2019-01-04,14275,2019-May-8,2019-05-08,6,91-180 Hari,High Price,6,675.0
"Sheraton Mexico City Maria Isabel Hotel Mexico City, Mexico",0,108,2018,June,24,6,4,10,2,0.0,0,HB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,0.0,0,Transient,138.0,1,0,Check-Out,2018-06-20,14276,2018-June-6,2018-06-06,14,91-180 Hari,Premium Price,14,1932.0
"Greensboro Courtyard Greensboro, NC",0,2,2019,February,8,20,1,0,1,0.0,0,BB,PRT,Corporate,Direct,0,0,0,A,D,0,No Deposit,0.0,0,Transient,35.0,0,0,Check-Out,2019-02-21,14277,2019-February-20,2019-02-20,1,0-30 Hari,Low Price,1,35.0
"Sheraton Grand Rio Hotel & Resort Rio de Janeiro, Brazil",0,71,2018,March,14,28,1,3,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,82.45,0,1,Check-Out,2018-04-01,14278,2018-March-28,2018-03-28,4,61-90 Hari,Medium Price,4,329.8
"Tamarind, Barbados Barbados",0,3,2019,May,22,28,1,0,2,0.0,0,BB,GBR,Direct,TA/TO,0,0,0,A,A,0,No Deposit,0.0,0,Transient,85.0,0,0,Check-Out,2019-05-29,14279,2019-May-28,2019-05-28,1,0-30 Hari,Medium Price,1,85.0
"The Ritz-Carlton, Tokyo Tokyo, Japan",0,48,2017,July,31,27,1,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,F,0,No Deposit,240.0,0,Transient,145.0,1,0,Check-Out,2017-07-30,14280,2017-July-27,2017-07-27,3,31-60 Hari,Premium Price,3,435.0
"Residence Inn Rio de Janeiro Barra da Tijuca Barra da Tijuca, Brazil",1,200,2019,August,33,18,2,4,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,117.6,0,0,Canceled,2019-01-30,14281,2019-August-18,2019-08-18,6,181-360 Hari,High Price,6,705.5999999999999
"Las Vegas Marriott Las Vegas, NV ",0,0,2017,November,45,5,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,1,No Deposit,0.0,0,Transient,48.0,1,0,Check-Out,2017-11-06,14282,2017-November-5,2017-11-05,1,,Low Price,1,48.0
